Customer ID;Umur;Income;Product_holding;Saving;Deposit;KK;Tab Bisnis;Limit Kredit Mortgage;;;;
1234561175;27;42575689;3;29928552;22079895;856297;0;5642476605;1;1;1;0
1234561810;53;39689086;3;28300546;0;599572;17479146;4947635153;1;0;1;1
1234561778;52;34865079;2;42832622;0;2743516;0;5721156299;1;0;1;0
1234561915;40;22211174;4;27930492;18639840;4534694;18489681;5329265880;1;1;1;1
1234561363;55;17486701;2;26888914;0;0;11176695;462604202;1;0;0;1
1234561836;49;36606447;2;30354847;18926176;0;0;1920352803;1;1;0;0
1234561944;32;40633187;1;6128372;0;0;0;3225762435;1;0;0;0
1234561830;45;41752019;3;30232262;24001866;0;12135457;3923697158;1;1;0;1
1234561621;33;31574215;4;28737145;17599716;2003089;13794361;332563057;1;1;1;1
1234561498;39;13449177;3;10080989;0;2670910;14794262;2284636734;1;0;1;1
1234561169;43;45789633;3;15211111;0;870942;11825330;5168839929;1;0;1;1
1234561815;35;26679866;3;14430923;0;2636203;16411518;3937709089;1;0;1;1
1234561919;52;40259740;3;41948830;29494291;3917712;0;729569318;1;1;1;0
1234561095;35;19150805;2;1497579;0;4204077;0;3529382053;1;0;1;0
1234561624;35;46296604;2;12327710;0;2041011;0;2067814620;1;0;1;0
1234561850;31;26882172;2;32283108;0;1450620;0;5597207279;1;0;1;0
1234561891;25;11729023;2;13297047;0;0;16782180;5976636327;1;0;0;1
1234561009;32;35888958;3;32964316;0;1992980;11041308;5882725773;1;0;1;1
1234561809;33;21102039;2;31783927;0;4481486;0;1605885270;1;0;1;0
1234561832;38;41940425;3;8904456;28217465;0;18376245;5675512968;1;1;0;1
1234561193;54;33351334;3;1303912;25533913;0;12474513;4714236618;1;1;0;1
1234561398;41;12238235;2;36016430;0;0;11183793;4591669107;1;0;0;1
1234561679;48;23474959;3;37190592;0;1699508;14213785;426482175;1;0;1;1
1234561331;45;13142528;1;23505474;0;0;0;866041946;1;0;0;0
1234561000;42;28492969;3;27428467;0;4639461;12568467;5060644926;1;0;1;1
1234561107;34;14628193;3;21257307;15220587;4745684;0;1954945245;1;1;1;0
1234561162;55;30785973;2;3245372;0;1953410;0;3279989932;1;0;1;0
1234561275;41;38672614;3;33196421;0;2080363;17122297;818893341;1;0;1;1
1234561148;22;35906608;1;28911914;0;0;0;3118424503;1;0;0;0
1234561623;22;36429363;2;40494136;16963403;0;0;1356008688;1;1;0;0
1234561834;53;33517859;2;5823787;0;1161398;0;2574746858;1;0;1;0
1234561958;44;28126031;3;20227800;16026727;0;14534210;3338304264;1;1;0;1
1234561488;51;48215902;3;16891955;12312717;0;13049049;3715611960;1;1;0;1
1234561677;48;43650129;4;38920767;18887118;4257425;12513758;3471517882;1;1;1;1
1234561828;55;17536318;4;1297261;14536803;2043596;14905774;5154781845;1;1;1;1
1234561621;48;36876871;3;953192;22723920;3807015;0;753229563;1;1;1;0
1234562000;43;47960465;2;21268688;24501077;0;0;2187119532;1;1;0;0
1234561930;52;13956364;2;11010273;21475558;0;0;5932666252;1;1;0;0
1234561384;22;33770115;3;4802778;0;3967111;16012914;5600489900;1;0;1;1
1234561233;21;30999493;4;33697229;2369078;1159346;11783593;2498698736;1;1;1;1
1234561359;37;12443546;2;5354614;0;717180;0;455012568;1;0;1;0
1234561160;38;30943425;4;1514393;28267601;3477579;10092509;4033626391;1;1;1;1
1234561945;25;22477487;3;19277651;0;2856270;18879655;3382502910;1;0;1;1
1234561128;48;22136309;1;27114687;0;0;0;2099336640;1;0;0;0
1234561216;27;18470922;3;17369868;5919831;0;17292382;4865804623;1;1;0;1
1234561352;27;20474103;4;24601905;26989173;2769435;18533494;4483299840;1;1;1;1
1234561072;55;30821379;3;26854691;0;3740496;14135412;4703375804;1;0;1;1
1234561762;25;12503110;3;20681417;1900821;1491080;0;1333218125;1;1;1;0
1234561300;35;40657507;2;45664247;0;2631118;0;801374713;1;0;1;0
1234561180;25;49714566;3;47495214;0;4345708;18169369;5157550672;1;0;1;1
1234561586;51;23594390;3;19962681;4744413;0;14146596;516556123;1;1;0;1
1234561688;43;36086420;3;6541827;16400200;0;10915587;1110463316;1;1;0;1
1234561330;20;14290219;3;26116262;0;683330;15809895;1837751544;1;0;1;1
1234561361;52;40838577;3;1742933;25915121;2142785;0;3475613172;1;1;1;0
1234561899;51;21618120;1;40751623;0;0;0;2711824754;1;0;0;0
1234561130;39;47960526;3;44406082;24349607;0;18290499;1914644046;1;1;0;1
1234561421;55;39876509;4;20203148;1763132;693805;13734294;3930996536;1;1;1;1
1234561754;42;14635953;2;33528808;0;1776228;0;4583388628;1;0;1;0
1234561432;31;11826758;2;38311892;14879729;0;0;5795465217;1;1;0;0
1234561493;36;18846650;3;7110904;28237585;3387666;0;400859292;1;1;1;0
1234561110;33;30729044;2;5446259;0;0;11032573;3908605671;1;0;0;1
1234561674;34;45593468;4;14951634;18857877;748016;14069907;3427375712;1;1;1;1
1234561260;26;14790852;2;14245519;0;0;14277519;2632357516;1;0;0;1
1234561222;37;30321103;3;19406554;13708250;0;10743085;5925749857;1;1;0;1
1234561017;28;19947088;2;16157613;0;0;16811648;1370198086;1;0;0;1
1234561440;24;40795544;3;34886904;3594048;3294036;0;5929171619;1;1;1;0
1234561394;28;22279905;3;26792100;23322607;0;19479350;4107744846;1;1;0;1
1234561834;47;49729078;2;6904703;0;575083;0;3508406414;1;0;1;0
1234561720;55;23879575;3;21714779;13862040;0;19594290;1750329468;1;1;0;1
1234561566;53;35692290;3;48463655;0;1852338;11897796;5198601289;1;0;1;1
1234561265;52;15540839;2;40152790;9452809;0;0;3788907826;1;1;0;0
1234561058;53;13072816;2;36167905;0;0;19205856;4325288878;1;0;0;1
1234561132;55;43892703;1;7363859;0;0;0;1045975721;1;0;0;0
1234561249;41;49396174;4;31460097;25829873;3448544;16232492;5543190682;1;1;1;1
1234561584;53;11578511;1;6731213;0;0;0;3663143525;1;0;0;0
1234561023;28;29837462;3;8125431;0;666891;18593858;4665990380;1;0;1;1
1234561718;55;12413482;2;41943707;0;0;12487176;2073410255;1;0;0;1
1234561958;27;27218320;1;9553158;0;0;0;2596068436;1;0;0;0
1234561301;44;26077906;2;21946926;0;0;14522755;4703546444;1;0;0;1
1234561078;31;44718687;4;4328968;10967763;4533289;15988184;3831041765;1;1;1;1
1234561255;29;18672475;2;4701175;0;2176907;0;1504004877;1;0;1;0
1234561370;43;14323121;1;42411214;0;0;0;5565332818;1;0;0;0
1234561640;32;29081346;3;2254966;14125704;0;12665973;5793639056;1;1;0;1
1234561631;52;37816505;1;35695067;0;0;0;3741974512;1;0;0;0
1234561056;44;37424603;3;8442850;25804717;4851429;0;1168145175;1;1;1;0
1234561748;55;19483678;2;14581692;0;656644;0;5701933305;1;0;1;0
1234561871;36;33058337;3;45719026;27896786;683199;0;1635237570;1;1;1;0
1234561265;20;34487657;3;11965298;23994160;0;19006026;894901308;1;1;0;1
1234561746;51;12987887;3;11859800;0;597587;11054299;3471862261;1;0;1;1
1234561217;25;35668315;2;28035904;0;0;19870816;3346796435;1;0;0;1
1234561263;40;35118198;2;7184445;16897545;0;0;3816478319;1;1;0;0
1234561147;31;43216454;2;23167498;10110736;0;0;698236989;1;1;0;0
1234561301;23;45131324;3;46071173;3220845;3165850;0;5338128567;1;1;1;0
1234561945;36;33368855;2;38637394;12544419;0;0;1037361624;1;1;0;0
1234561862;45;13328039;3;33112875;8418630;0;14500523;2193795176;1;1;0;1
1234561154;24;17466496;2;26597795;0;2363565;0;5676357170;1;0;1;0
1234561924;54;28684123;1;18976975;0;0;0;646885118;1;0;0;0
1234561483;52;27337753;2;46118109;0;4797916;0;1760233339;1;0;1;0
1234561971;26;21566387;3;7508920;12494167;0;12152024;870527306;1;1;0;1
1234561399;43;25272038;2;13401283;9376898;0;0;517994565;1;1;0;0
1234561408;35;12621753;3;15972656;24666071;0;19296825;3096722094;1;1;0;1
1234561878;52;29132259;4;21111408;14136061;4033757;14681039;3813611805;1;1;1;1
1234561749;49;43174252;2;10516803;0;3856324;0;5937129231;1;0;1;0
1234561942;25;23890146;4;35267780;3762522;1159314;11699510;3699152564;1;1;1;1
1234561966;41;32237326;2;28850364;0;1853277;0;3812766956;1;0;1;0
1234561459;41;31647284;3;14052940;0;2851808;14413203;5983823234;1;0;1;1
1234561595;21;14800542;2;1296896;0;0;18204071;4570213845;1;0;0;1
1234561337;53;49474453;3;3803053;29260804;0;14052769;5851800264;1;1;0;1
1234561017;31;42546713;3;15837447;0;1966795;16445588;2424719201;1;0;1;1
1234561093;41;31505562;1;32676853;0;0;0;2217987570;1;0;0;0
1234561825;55;16917428;2;34932706;15563411;0;0;4732334876;1;1;0;0
1234561170;28;27047554;3;8726068;11425642;0;18858565;5773016416;1;1;0;1
1234561216;39;14531046;3;25631787;0;936815;18647036;917175046;1;0;1;1
1234561576;50;18556111;2;17935909;0;0;16533428;4072243251;1;0;0;1
1234561194;24;31177077;2;48532092;0;0;16664608;2863884276;1;0;0;1
1234561548;38;25840837;4;36849477;17900117;3289092;18894231;1526110183;1;1;1;1
1234561945;40;38851376;2;25252407;14672279;0;0;2119115034;1;1;0;0
1234561287;32;45951749;2;16964907;26235155;0;0;925502096;1;1;0;0
1234561106;20;17338733;3;29625087;0;2047329;19584997;4501450056;1;0;1;1
1234561216;22;23056257;2;37384460;0;726414;0;2762051299;1;0;1;0
1234561733;27;48403752;2;45686308;4235602;0;0;3946499972;1;1;0;0
1234561597;41;37304947;3;2379688;3014072;2701518;0;2225369896;1;1;1;0
1234561740;29;26303998;3;27057628;17458539;2210459;0;4135832233;1;1;1;0
1234561303;41;33101836;2;29265800;0;4229758;0;3053984078;1;0;1;0
1234561383;48;17856038;2;39478247;0;3374756;0;4512225115;1;0;1;0
1234561822;46;41516853;4;5128217;8286018;4909970;15509523;4336852431;1;1;1;1
1234561706;46;25050489;3;25767156;19883326;0;19364336;2922526726;1;1;0;1
1234561646;30;15065776;1;36038444;0;0;0;5910193886;1;0;0;0
1234561712;28;36430559;2;42283774;28628989;0;0;4405391482;1;1;0;0
1234561684;30;32143861;1;24054163;0;0;0;4079803210;1;0;0;0
1234561628;23;38278462;2;29709028;0;0;10186763;3400703403;1;0;0;1
1234561465;45;36725191;1;42504587;0;0;0;1515501867;1;0;0;0
1234561350;30;23846258;3;43360956;28281690;0;13184505;5727928733;1;1;0;1
1234561958;54;12081879;3;23944926;0;3784200;19051674;3752473086;1;0;1;1
1234561148;37;45042995;2;47938277;18877955;0;0;5701948468;1;1;0;0
1234561211;28;17346204;3;33789933;0;3638960;12678699;5192813613;1;0;1;1
1234561119;32;20898084;4;16104409;5834029;3345756;18100411;2227785825;1;1;1;1
1234561915;55;39668505;2;20763066;3599130;0;0;3981252597;1;1;0;0
1234561325;29;23414787;4;22503398;27932845;3562839;18381348;5943406254;1;1;1;1
1234561991;41;38205117;3;27794988;20194240;0;10830398;848839677;1;1;0;1
1234561909;24;10457792;3;48458586;10346003;0;15010512;5732296691;1;1;0;1
1234561923;27;12563097;2;46450814;0;0;19312215;2222042980;1;0;0;1
1234561761;54;45274307;1;13216393;0;0;0;5790538532;1;0;0;0
1234561106;32;18661209;4;43370519;8589302;4869480;15306441;5646836432;1;1;1;1
1234561157;55;48296380;3;38993821;6359390;3915783;0;1950308648;1;1;1;0
1234561739;33;21546709;1;31251423;0;0;0;1540390253;1;0;0;0
1234561647;47;29444420;2;14433140;0;1754080;0;3813778626;1;0;1;0
1234561742;51;26535979;1;47467194;0;0;0;2595309094;1;0;0;0
1234561481;55;43426822;4;33364665;18581681;1126946;19590841;3476267179;1;1;1;1
1234561030;29;39167698;1;44851810;0;0;0;3170339108;1;0;0;0
1234561271;55;23202658;3;30895546;1356112;0;16691556;4683468912;1;1;0;1
1234561602;23;36555135;2;41818158;0;0;17952029;464201138;1;0;0;1
1234561559;32;32571851;2;34834726;8819545;0;0;1397070569;1;1;0;0
1234561879;46;19033685;3;36107402;23013444;0;15842715;4779138101;1;1;0;1
1234561807;22;17175075;2;43867387;25328327;0;0;2770264306;1;1;0;0
1234561923;41;15889641;4;5271588;26907752;623241;11574764;4996969191;1;1;1;1
1234561965;23;45218412;2;32882912;0;0;14912114;3942199757;1;0;0;1
1234561595;24;20894746;2;42874682;0;671413;0;3227085638;1;0;1;0
1234561063;20;32787190;3;8556138;27371848;0;15633073;1664821364;1;1;0;1
1234561545;37;22555723;1;9190919;0;0;0;2176799501;1;0;0;0
1234561114;24;23483285;1;48286610;0;0;0;452458424;1;0;0;0
1234561178;45;45791423;4;4444990;29126348;3904185;13401825;3932804301;1;1;1;1
1234561330;39;39348272;3;15586201;11667091;4137730;0;4033193300;1;1;1;0
1234561978;38;37002328;2;25621450;0;0;13471513;5035693729;1;0;0;1
1234561724;32;31044503;3;10111486;13247520;0;18553801;5919544243;1;1;0;1
1234561224;35;32373505;3;42778150;0;3245238;19445834;3399130315;1;0;1;1
1234561880;25;29725576;3;41620239;11669815;0;17007366;2351692994;1;1;0;1
1234561798;22;10563815;1;34631692;0;0;0;5272126898;1;0;0;0
1234561599;38;46159322;3;43299485;7202569;0;16927834;4723295871;1;1;0;1
1234561247;54;45170158;3;41522370;22190842;4787437;0;2161399330;1;1;1;0
1234561915;42;18145876;2;19312333;0;4764427;0;5321287955;1;0;1;0
1234561188;24;27845343;2;38466434;0;0;14514259;939251136;1;0;0;1
1234561797;50;47587197;1;43588293;0;0;0;4423763860;1;0;0;0
1234561368;23;33286237;2;6873616;21927406;0;0;806260492;1;1;0;0
1234561482;42;35575523;1;19976568;0;0;0;4986392630;1;0;0;0
1234561854;54;39312450;4;10890832;23902064;2680454;14361530;5005461686;1;1;1;1
1234561506;32;17333921;4;16601181;17836462;3844898;11236180;2186741915;1;1;1;1
1234561496;35;16477195;2;33445789;0;0;12674074;1856856515;1;0;0;1
1234561090;26;44833027;3;42515110;15681817;3292173;0;4632669339;1;1;1;0
1234561800;37;14028401;3;29502906;11105928;4150063;0;5603938079;1;1;1;0
1234561070;49;31764870;3;35900683;0;4352114;12476241;5424626924;1;0;1;1
1234561742;35;46048512;2;46461608;0;0;18011644;2612817182;1;0;0;1
1234561806;46;13105530;3;37788769;27752707;0;19201507;927835939;1;1;0;1
1234561842;34;27609495;3;44620486;29261072;0;11211730;1443347943;1;1;0;1
1234561781;40;35627894;1;2417942;0;0;0;924572156;1;0;0;0
1234561490;37;34956826;4;21904217;17016752;1155692;14206287;494916722;1;1;1;1
1234561391;42;19906942;3;3551866;4093734;4593301;0;5417497115;1;1;1;0
1234561382;43;46747295;3;32229530;11151711;0;13377292;5869645618;1;1;0;1
1234561399;48;46970701;2;27544181;9329048;0;0;5380826218;1;1;0;0
1234561834;39;10565737;1;17517665;0;0;0;3340967768;1;0;0;0
1234561543;29;26482853;2;24514353;0;0;14730737;2059327292;1;0;0;1
1234561686;38;35819918;3;4878074;24489835;0;18083099;1791630618;1;1;0;1
1234561125;34;32685242;3;14157518;9006590;0;17434005;2283852351;1;1;0;1
1234561448;28;33968636;3;35585192;7156083;0;10976822;1228937020;1;1;0;1
1234561063;43;40472287;3;23678842;2499545;0;11261646;3456597565;1;1;0;1
1234561216;48;12738556;1;7760966;0;0;0;321462486;1;0;0;0
1234561115;35;42983764;3;12910128;0;1977797;12497123;4791301935;1;0;1;1
1234561907;53;16741148;3;48521791;28000518;610941;0;718538504;1;1;1;0
1234561026;45;21866915;2;2996909;0;0;16364685;1254481569;1;0;0;1
1234561041;23;35890985;3;44725262;10652456;0;13125440;3663526961;1;1;0;1
1234561716;54;21966654;2;7469611;2240717;0;0;4201054076;1;1;0;0
1234561003;29;19664846;4;29592240;23680650;1530945;15692733;682457269;1;1;1;1
1234561249;48;45377465;3;26999401;13116795;0;11852298;2188625379;1;1;0;1
1234561727;47;16328374;2;4323486;26086209;0;0;2594848536;1;1;0;0
1234561284;43;41530530;4;6522432;26422701;3265960;15787216;793321921;1;1;1;1
1234561176;23;11328045;1;32013326;0;0;0;1150357620;1;0;0;0
1234561164;29;35128335;3;11017768;0;4248250;11661508;3470889277;1;0;1;1
1234561515;49;13257131;2;6820859;18058510;0;0;862283099;1;1;0;0
1234561278;28;32397679;3;4687978;0;2150383;11884334;5978238787;1;0;1;1
1234561128;38;27850391;3;42196667;0;4410841;15072737;4596659057;1;0;1;1
1234561938;37;31148730;4;10089029;24144734;2001708;12818415;2524350503;1;1;1;1
1234561520;31;38331518;3;42918343;13634188;4686869;0;1940620747;1;1;1;0
1234561289;51;24979940;4;19562019;25482940;3432708;12392168;350115298;1;1;1;1
1234561177;54;35450890;2;21257344;0;0;17279191;2155755473;1;0;0;1
1234561330;44;16396410;2;11639688;10739952;0;0;4374926337;1;1;0;0
1234561670;40;16812566;2;19830811;25313375;0;0;1893546535;1;1;0;0
1234561905;40;24996246;2;40505272;0;1140685;0;4465661491;1;0;1;0
1234561088;49;15721589;2;25146183;0;0;14043530;2748146380;1;0;0;1
1234561096;52;13022352;4;16794383;24619607;4345731;17200150;3092520757;1;1;1;1
1234562000;49;14825451;3;35861494;0;3185884;17352261;551243087;1;0;1;1
1234561239;34;24899256;2;47426657;0;0;11974251;3768810877;1;0;0;1
1234561012;55;44741778;4;21550898;23500794;3540575;15264622;606099787;1;1;1;1
1234561711;54;49084999;2;48073230;0;0;14392791;2329278009;1;0;0;1
1234561100;51;25057417;3;21764000;0;3550108;12834403;3397268471;1;0;1;1
1234561330;46;35107077;2;27166721;29598980;0;0;4980456790;1;1;0;0
1234561150;42;27450005;2;17751336;16589703;0;0;2916829292;1;1;0;0
1234561404;20;12275848;2;49285145;26375335;0;0;2601648683;1;1;0;0
1234561212;34;32144251;2;29332469;0;4315627;0;3623617368;1;0;1;0
1234561442;45;33965847;2;47567654;23098757;0;0;4496843740;1;1;0;0
1234561049;21;16758884;2;43697508;0;0;11233469;2047854325;1;0;0;1
1234561419;41;23954624;2;40880054;0;0;17347256;2257026836;1;0;0;1
1234561567;38;18359042;2;30353726;0;4051228;0;1853806761;1;0;1;0
1234562000;33;13498813;3;15258523;20418717;0;16679953;3139228312;1;1;0;1
1234561469;34;16209510;2;47508702;0;0;12550967;5985229610;1;0;0;1
1234561546;23;37894676;3;23390063;0;4556834;13057421;5779995224;1;0;1;1
1234561011;51;27735654;3;2860892;0;4069825;12131987;5242526435;1;0;1;1
1234561302;55;43484247;1;25458327;0;0;0;3706346774;1;0;0;0
1234561216;41;41253590;2;36012583;0;0;12531213;4788642146;1;0;0;1
1234561863;41;42912519;1;38198316;0;0;0;3496090440;1;0;0;0
1234561608;38;45317407;3;22941664;17572591;0;16195934;5229706221;1;1;0;1
1234561554;24;11180377;2;3887802;0;2626612;0;661374423;1;0;1;0
1234561039;55;38962171;2;46696176;0;2374947;0;4493801028;1;0;1;0
1234561039;44;13095154;2;14434386;0;3109299;0;3511695876;1;0;1;0
1234561692;26;14760738;4;35910148;26553679;4643674;15662034;4441001073;1;1;1;1
1234561027;23;34532449;3;15316475;13701852;3344367;0;3037230168;1;1;1;0
1234561009;28;32475798;2;34770698;28783223;0;0;452725403;1;1;0;0
1234561939;33;14394105;4;2212305;3275370;2145873;15620408;2691205854;1;1;1;1
1234561886;39;44021432;3;1170030;8621263;2671086;0;711903799;1;1;1;0
1234561200;37;40255740;2;28167611;1058374;0;0;2054573426;1;1;0;0
1234561606;43;49770807;4;2192238;23548129;2538554;19051416;3835085587;1;1;1;1
1234561788;45;36968520;2;38006179;0;3659280;0;1221646496;1;0;1;0
1234561572;20;48494239;3;39578910;13303427;4230633;0;534660130;1;1;1;0
1234561688;21;22645781;4;48266984;19194088;572926;19687583;5317945377;1;1;1;1
1234561253;40;44477071;2;3086373;0;784388;0;4633897765;1;0;1;0
1234561947;31;12635102;2;9698283;0;743810;0;2743933639;1;0;1;0
1234561861;35;18608920;3;32385627;10630145;2571248;0;2960980261;1;1;1;0
1234561801;42;25337791;3;37061428;0;2123135;10642034;859135219;1;0;1;1
1234561012;48;41219015;4;37383749;9414380;1386425;10603564;2012663546;1;1;1;1
1234561762;46;44245008;2;26694323;0;969754;0;4449641525;1;0;1;0
1234561758;49;12278078;2;10518568;0;0;15930168;5467653353;1;0;0;1
1234561456;33;23943959;4;16426521;28997661;3610965;18392692;1159430980;1;1;1;1
1234561932;23;33777340;1;10327607;0;0;0;2946333472;1;0;0;0
1234561029;30;14805392;2;15668810;0;3709658;0;2097017277;1;0;1;0
1234561409;35;26367501;3;17482751;12606792;3120279;0;3430130279;1;1;1;0
1234561009;42;21737012;2;40333466;0;0;10089819;4425655800;1;0;0;1
1234561578;55;30884865;2;28573935;0;0;11439787;4829395926;1;0;0;1
1234561150;46;48723134;2;39849871;14858491;0;0;4061269831;1;1;0;0
1234561748;20;22397289;4;30565940;27642895;2233329;17464678;5383826641;1;1;1;1
1234561147;26;19365052;4;25761226;18219047;2457022;19633381;4400969014;1;1;1;1
1234561684;38;11451390;2;28557001;0;1565058;0;2762677923;1;0;1;0
1234561286;36;37038905;1;9359789;0;0;0;3438232445;1;0;0;0
1234561700;21;35245733;3;10661312;0;2383518;14431444;320355045;1;0;1;1
1234561270;51;17592329;2;46404362;0;3952437;0;3649966405;1;0;1;0
1234561649;24;26014803;2;31198010;0;3537168;0;1973077393;1;0;1;0
1234561141;43;48828699;3;15629035;3892501;1320884;0;3410213615;1;1;1;0
1234561818;51;25356074;3;26843366;15227775;3601728;0;832812235;1;1;1;0
1234561841;20;17126668;2;29371457;0;0;12577729;598334153;1;0;0;1
1234561969;42;12498972;3;26690355;23735115;4182250;0;1925037916;1;1;1;0
1234561756;35;25567897;1;23106991;0;0;0;4712458954;1;0;0;0
1234561166;28;20475166;1;47641176;0;0;0;310255395;1;0;0;0
1234561211;50;11062748;2;44316984;0;2333565;0;4252145627;1;0;1;0
1234561197;30;37504642;3;2868600;18186981;2484791;0;425472627;1;1;1;0
1234561297;36;16494169;3;2269864;23580736;1563557;0;2185076630;1;1;1;0
1234561791;33;26903837;2;28993528;28861622;0;0;2363864617;1;1;0;0
1234561587;36;45174689;2;29741203;0;0;14780878;2031510712;1;0;0;1
1234561204;20;30644688;3;20939543;0;3862234;14701633;3962980641;1;0;1;1
1234561846;37;17166292;3;31721141;10486722;1690849;0;4133383526;1;1;1;0
1234561990;25;27746639;2;23413533;10004317;0;0;4385915860;1;1;0;0
1234561820;25;34671873;3;2864914;23720318;2010452;0;3543643768;1;1;1;0
1234561609;32;22047334;3;9570097;0;1674071;17531139;3044823794;1;0;1;1
1234561494;38;31606132;4;2770050;9692397;3654492;18220089;5694417555;1;1;1;1
1234561850;21;36100771;3;8523875;18056936;2088033;0;3918824642;1;1;1;0
1234561858;23;43357495;4;12626635;26565581;4485510;13434000;530592087;1;1;1;1
1234561354;54;14277434;4;2463719;16565589;4616891;12267664;2046437019;1;1;1;1
1234561224;48;37490544;2;8685236;19908318;0;0;1118007531;1;1;0;0
1234561938;41;49778782;3;32702947;0;1894105;19114949;2752736564;1;0;1;1
1234561368;25;34458197;2;23240209;0;0;13645496;5665472503;1;0;0;1
1234561724;20;48386239;2;1676422;0;0;17837618;5471334984;1;0;0;1
1234561398;49;11999006;3;9692039;15666188;0;12180528;3910217623;1;1;0;1
1234561803;23;40517361;1;24058569;0;0;0;3031311305;1;0;0;0
1234561064;31;21050121;2;38761324;23507515;0;0;3409626371;1;1;0;0
1234561681;42;13123551;4;40628617;8569655;2148068;14881661;3852976561;1;1;1;1
1234561156;23;29892793;3;36309117;0;3527762;12380580;4832237693;1;0;1;1
1234561783;44;13334317;2;8157328;0;0;13654395;3231469354;1;0;0;1
1234561813;31;18681634;4;15936520;15106493;3822356;16171892;5715036563;1;1;1;1
1234561100;42;48026820;2;16699724;0;0;16958685;1914115326;1;0;0;1
1234561371;31;31751625;1;6392065;0;0;0;5006138568;1;0;0;0
1234561431;33;39883284;3;33750049;15370096;0;16494819;5583279397;1;1;0;1
1234561516;34;30129838;4;49368733;17254167;2946323;16198312;3715259481;1;1;1;1
1234561687;37;17189308;2;47708640;0;0;12235155;3678921196;1;0;0;1
1234561052;20;42164771;2;25469423;0;1233904;0;794355005;1;0;1;0
1234561259;47;15405628;1;43469578;0;0;0;5860237868;1;0;0;0
1234561214;38;47252815;3;18718346;21146469;0;10778304;5888561647;1;1;0;1
1234561487;28;18135223;2;19449620;15032735;0;0;2636565219;1;1;0;0
1234561697;44;38448860;2;46984853;0;0;18103332;5072888260;1;0;0;1
1234561921;42;20913649;1;2436839;0;0;0;4580817164;1;0;0;0
1234561072;55;20063111;4;3031010;23378473;3066806;14811881;2223620970;1;1;1;1
1234561606;48;16867297;1;31573422;0;0;0;3110912420;1;0;0;0
1234561566;24;47621121;4;31869104;7266104;3757736;10566605;2591084389;1;1;1;1
1234561835;23;48802361;4;8141791;23930211;2788128;15829912;4914512062;1;1;1;1
1234561751;55;33094316;2;44005125;0;2326166;0;5538919851;1;0;1;0
1234561196;48;45321884;2;41731015;27912365;0;0;5740619937;1;1;0;0
1234561169;21;26469178;1;7031427;0;0;0;844407058;1;0;0;0
1234561260;34;30089540;1;27280417;0;0;0;4385896850;1;0;0;0
1234561398;55;36854025;3;36067903;18616692;2346411;0;5077555770;1;1;1;0
1234561685;33;39238002;2;14581375;0;4787241;0;1569816654;1;0;1;0
1234561686;49;39754505;3;30205997;8459038;4232156;0;1733991110;1;1;1;0
1234561664;38;36713533;2;43245075;0;3610295;0;1940800079;1;0;1;0
1234561744;21;34298847;4;20314134;22606077;3342850;18872498;5915514732;1;1;1;1
1234561647;42;15659932;1;2933826;0;0;0;4112465903;1;0;0;0
1234561777;39;42181377;3;49621029;5660298;0;10006908;653153010;1;1;0;1
